name,sub_type_label,sub_type_extra,sub_type,category,line_name,place_id,completion_year,type,city,district,public_type,curriculum_offered,latitude,longitude
Taman Pertama,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.11262,101.729256
Taman Mutiara,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.091327,101.74029499999999
Bandar Tun Razak,LRT,None,lrt,transportation,LRT Sri Petaling Line,,1998,None,None,None,None,None,3.0896689999999998,101.7125175
Salak Selatan,LRT,None,lrt,transportation,LRT Sri Petaling Line,,1998,None,None,None,None,None,3.1022403,101.70638459999999
Salak Selatan,KTM Komuter,None,ktm komuter,transportation,KTM Seremban Line,,1995,None,None,None,None,None,3.0980556,101.70527779999999
Miharja,LRT,None,lrt,transportation,LRT Ampang Line,,1996,None,None,None,None,None,3.1209905,101.7178829
Cheras,LRT,None,lrt,transportation,LRT Sri Petaling Line,,1998,None,None,None,None,None,3.123772,101.7283342
Maluri,LRT,None,lrt,transportation,LRT Ampang Line,,1996,None,None,None,None,None,3.123772,101.7283342
Aeon Maluri,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.124404,101.727188
Taman Connaught,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.079173,101.74514
Sekolah Menengah Kebangsaan Bandar Tun Razak,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.09148,101.72399999999999
Sekolah Kebangsaan Bandar Tun Razak 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.09163,101.725
Sekolah Kebangsaan Bandar Tun Razak 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.09157,101.725
Sekolah Menengah Integrasi Sains Tahfiz (Smista) Maiwp,Secondary,['SM agama'],secondary,education,None,,None,Public School,None,None,['SM agama'],None,3.0916189999999997,101.718231
Sekolah Kebangsaan Taman Midah 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.09583,101.728
Sekolah Menengah Kebangsaan Seri Mulia,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.093455,101.71395600000001
Sekolah Kebangsaan Taman Midah,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.0954,101.73
Sekolah Jenis Kebangsaan (Cina) Imbi,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.08873,101.730283
Sekolah Menengah Kebangsaan Seri Mutiara,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.0886099999999996,101.73100000000001
Sma Majlis Agama Islam Wilayah Persekutuan,Secondary,['SM agama'],cluster,education,None,,None,Public School,None,None,['SM agama'],None,3.094785,101.711802
Smt Cheras,Secondary,['SM Teknik'],cluster,education,None,,None,Public School,None,None,['SM Teknik'],None,3.10325,101.72200000000001
Sekolah Menengah Sains Selangor,Secondary,['SM Berasrama Penuh'],secondary,education,None,,None,Public School,None,None,['SM Berasrama Penuh'],None,3.10323,101.72
Sekolah Menengah Kebangsaan Seri Tasik,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.097235,101.711554
Brainy Bunch - Bandar Sri Permaisuri,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.0988797999999997,101.7122545
Sekolah Kebangsaan Seri Tasik,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.096984,101.710667
Sekolah Kebangsaan Seri Permaisuri,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.104561,101.716918
Sekolah Menengah Sains Alam Shah,Secondary,['SM Berasrama Penuh'],secondary,education,None,,None,Public School,None,None,['SM Berasrama Penuh'],None,3.1056,101.72399999999999
Sekolah Menengah Kebangsaan Desa Petaling,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.081886175,101.71218590000001
Sekolah Menengah Kebangsaan Seri Permaisuri,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.107298,101.717493
Sekolah Kebangsaan Desa Petaling,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.08338,101.709
Sekolah Jenis Kebangsaan (Cina) Taman Connaught,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.083973,101.735862
Sekolah Menengah Kebangsaan Taman Connaught,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.08352,101.736
UCSI University Malaysia,Tertiary,None,tertiary,education,None,,None,Private University College,None,None,None,None,3.0796189999999997,101.733266
Sekolah Menengah Kebangsaan Cheras,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.10927,101.727
Sekolah Kebangsaan Bandar Tasik Selatan,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.0739799999999997,101.72
Sekolah Menengah Kebangsaan Bandar Tasik Selatan,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.072738357,101.7191987
A Star Kids - Taman Len Seng,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1015277,101.7403855
Sekolah Menengah Kebangsaan Orkid Desa,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.077156,101.736661
Sekolah Jenis Kebangsaan (Cina) Tai Thung,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.106086,101.705617
Sekolah Kebangsaan Taman Segar,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.09058,101.745
Sekolah Kebangsaan Desa Tasik,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.07115,101.713
Al-Madinah International University,Tertiary,None,tertiary,education,None,,None,Private University,None,None,None,None,3.083603,101.700451
Sekolah Jenis Kebangsaan (Cina) Salak South,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.086843,101.699238
Sekolah Kebangsaan Seri Cheras,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.11503,101.728
Sekolah Kebangsaan Jalan Sungai Besi 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.11023,101.705
Sekolah Kebangsaan Jalan Sungei Besi 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1104,101.705
Sri Sempurna International School,Primary Secondary,None,primary,education,None,,None,International School,None,None,None,Cambridge,3.099239,101.74593
Sekolah Jenis Kebangsaan (Cina) Confucian,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.1098060000000003,101.70411700000001
Sekolah Jenis Kebangsaan (Cina) Kwong Hon,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.0676240000000004,101.716571
COSMOTOTS iqd - Cheras,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Local Curriculum,3.0735454,101.7394936
Sekolah Kebangsaan Sg Besi,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.06717,101.71600000000001
Sekolah Jenis Kebangsaan (Cina) Naam Kheung,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.118618,101.724609
Sekolah Jenis Kebangsaan (Tamil) Sg Besi,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.06662708,101.71475670000001
Sekolah Menengah Kebangsaan Sungai Besi,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.0665299999999998,101.715
Klinik Kesihatan Bandar Tun Razak ,Clinic,None,clinic,healthcare,None,,None,Government,Kuala Lumpur,Kuala Lumpur,None,None,3.087158,101.720489
Pusat Pakar Ukm,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.09822,101.726
Pantai Hospital Cheras,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1025897000000002,101.74069909999999
Cheras Specialist Maternity Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.11293,101.7295898
Bandar Tun Razak,LRT,None,lrt,transportation,LRT Sri Petaling Line,,1998,None,None,None,None,None,3.0896689999999998,101.7125175
Taman Midah,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.104317,101.73214
Salak Selatan,KTM Komuter,None,ktm komuter,transportation,KTM Seremban Line,,1995,None,None,None,None,None,3.0980556,101.70527779999999
Taman Mutiara,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.091327,101.74029499999999
Salak Selatan,LRT,None,lrt,transportation,LRT Sri Petaling Line,,1998,None,None,None,None,None,3.1022403,101.70638459999999
Bandar Tasik Selatan,LRT,None,lrt,transportation,LRT Sri Petaling Line,,1998,None,None,None,None,None,3.0760769,101.7113663
Bandar Tasik Selatan,ERL,None,erl,transportation,ERL KLIA Transit Line,,2002,None,None,None,None,None,3.0760769,101.7113663
Bandar Tasik Selatan,KTM Komuter,None,ktm komuter,transportation,KTM Seremban Line,,1995,None,None,None,None,None,3.0760769,101.7113663
Taman Pertama,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.11262,101.729256
Taman Connaught,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.079173,101.74514
Taman Naga Emas,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.07792,101.699439
Garden International School Early Years Centre,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,British,3.158849,101.64733299999999
Trinity Kids - Mont Kiara,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,International,3.1674535,101.644195
Sekolah Menengah Kebangsaan Seri Hartamas,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.15748,101.647
Trinity Kids - Summer Suites KL,Primary Preschool,None,primary,education,None,,None,Preschool,None,None,None,International,3.167454,101.646384
Brainy Bunch  - Sri Hartamas,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1605,101.6504
Garden International School,Primary Secondary Early years,None,primary,education,None,,None,International School,None,None,None,British,3.16799,101.648877
Sekolah Kebangsaan Seri Hartamas,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.16077,101.654
Sekolah Kebangsaan Bkt Damansara,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.15677,101.656
Mont'Kiara International School (MKIS),Elementary Middle High Kindergarten,None,elementary,education,None,,None,International School,None,None,None,International Baccalaureate (IB) American,3.1737515,101.65315859999998
Sekolah Kebangsaan Sg Penchala,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.165438,101.625782
The children's house - Aman Walk,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1722407,101.65481940000001
Cempaka International School - Damansara Heights Campus,Primary Secondary,None,primary,education,None,,None,International School,None,None,None,International Baccalaureate (IB),3.1517157000000005,101.65698090000001
Sekolah Kebangsaan Taman Tun Dr. Ismail (2),Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1456,101.631
The children's house - Batai,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1507322,101.6592786
The children's house - Bruas,Early years,None,early years,education,None,,None,Preschool,None,None,None,Montessori,3.1508163,101.6593989
Lycee Francais de Kuala Lumpur (LFKL),Primary Secondary Kindergarten,None,primary,education,None,,None,International School,None,None,None,French,3.1790657,101.653807
The children's house - TTDI,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1435703,101.6290248
Sekolah Stella Maris - Medan Damansara,Primary Secondary,None,primary,education,None,,None,Private School,None,None,None,Local Curriculum,3.1437672,101.6562058
MFA - Malaysian Flying Academy,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.159607,101.664939
Eaton School House,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1501639,101.66203359999999
Sekolah Menengah Kebangsaan Taman Tun Dr. Ismail,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.14675,101.624
Sekolah Kebangsaan Taman Tun Dr Ismail 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.15332,101.62
The children's house - Mont Kiara,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1735011,101.6626137
Mantissa College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.141232,101.628341
Sekolah Kebangsaan Segambut Makmur,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1811,101.65700000000001
Smart Reader,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Malaysian,3.1416401,101.626529
Hi-5 House of Learning,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,British,3.1502991000000002,101.6647551
Trinity Kids - Solaris Dutamas,Primary Preschool,None,primary,education,None,,None,Preschool,None,None,None,International,3.1708952,101.666093
Sekolah Kebangsaan Kiaramas,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.17662,101.663
Sekolah Menengah Kebangsaan Segambut Jaya,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.18552,101.65299999999999
Brainy Bunch -  Segambut (new),Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1852185,101.6537584
Brainy Bunch  - TTDI Kuala Lumpur,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1372969,101.6306966
The International School @ Parkcity,Primary Secondary Preschool,None,primary,education,None,,None,International School,None,None,None,British,3.1879,101.6376
Global Doctors Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1683383,101.6488143
Pusat Pakar Ortopedik Quill Orthopedic Specialist Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1525534,101.6203102
KLSMC Hospital,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.152311,101.665472
Manulife Semantan,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.1509419999999997,101.665245
Smart Reader,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Malaysian,3.1416401,101.626529
Mantissa College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.141232,101.628341
The children's house - TTDI,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1435703,101.6290248
Sekolah Kebangsaan Damansara Utama,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.140003,101.622771
Sekolah Menengah Kebangsaan Damansara Utama,Secondary,['SM Kebangsaan'],cluster,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.136349,101.62550300000001
Brainy Bunch  - TTDI Kuala Lumpur,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1372969,101.6306966
Sekolah Kebangsaan Taman Tun Dr. Ismail (2),Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1456,101.631
Sekolah Menengah Kebangsaan Taman Tun Dr. Ismail,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.14675,101.624
UCSI College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.133354,101.624172
COSMOTOTS iqd - Damansara Utama,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Local Curriculum,3.132906,101.623485
Sekolah Jenis Kebangsaan (Cina) Chung Hwa Damansara,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.130676,101.63124499999999
Sekolah Kebangsaan Bandar Utama Damansara 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1410299999999998,101.614246
Sekolah Menengah Kebangsaan Bandar Utama,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.14299,101.61425
Sekolah Menengah Kebangsaan Damansara Jaya,Secondary,['SM Kebangsaan'],cluster,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.131193,101.61608299999999
Sekolah Kebangsaan Taman Tun Dr Ismail 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.15332,101.62
Sekolah Menengah Kebangsaan Bandar Utama Damansara (2),Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.139251,101.61086
Sekolah Kebangsaan Taman Sea,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.124168,101.626063
Sekolah Jenis Kebangsaan (Cina) Puay Chai 2,Primary,['Jenis Kebangsaan (C)'],cluster,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.146541,101.610986
Sekolah Kebangsaan Bandar Utama Damansara (4),Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.151993,101.61121700000001
Sekolah Kebangsaan Damansara Jaya (2),Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.123527,101.616475
First City University College,Tertiary,None,tertiary,education,None,,None,Private University College,None,None,None,None,3.1380529999999998,101.60706400000001
Sekolah Kebangsaan Damansara Jaya (1),Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.123255,101.616577
Sekolah Kebangsaan Sri Damai,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.12167,101.63416
Sekolah Menengah Kebangsaan Bandar Utama Damansara 3,Secondary,['SM Kebangsaan'],cluster,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.1400639999999997,101.606583
British International School Kuala Lumpur,Primary Secondary Early years,None,primary,education,None,,None,International School,None,None,None,British,3.1362464,101.6068523
Sekolah Kebangsaan Bandar Utama Damansara,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.131949,101.608122
PIDC - Penang International Dental College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.127789,101.643403
Sekolah Menengah Kebangsaan Bandar Utama Damansara (4),Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.154266,101.61115699999999
Beaconhouse International School - Sri Inai Campus,Primary Secondary Preschool,None,primary,education,None,,None,International School,None,None,None,British Singaporean,3.1217169,101.61503909999999
British Council - The Curve,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.158156,101.611419
Sekolah Jenis Kebangsaan (Cina) Puay Chai,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.116747,101.625574
The children's house - Jaya One,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1178337000000003,101.6346448
Sekolah Jenis Kebangsaan (Tamil) Ldg Effingham,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.132672,101.603873
Sekolah Kebangsaan Sg Penchala,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.165438,101.625782
Legacy Private School,Primary,None,primary,education,None,,None,Private School,None,None,None,Local Curriculum,3.1169992000000004,101.6356304
TOC - The Otomotif College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.11453,101.627502
Sekolah Menengah Kebangsaan Seri Hartamas,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.15748,101.647
Joykids International Preschool,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,British,3.151447,101.6028798
Hospital Pakar Damansara (Damansara Specialist Hospital),Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1373783,101.62754190000001
Klinik Desa Damansara,Clinic,None,clinic,healthcare,None,,None,Government,Petaling Jaya,Petaling,None,None,3.1289,101.63158
Pusat Pakar Ortopedik Quill Orthopedic Specialist Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1525534,101.6203102
Columbia Hospital Petaling Jaya,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.118292,101.637414
Taman Tun Dr Ismail (Ttdi),MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.135971,101.630782
Bandar Utama,LRT,None,lrt,transportation,LRT Bandar Utama-Klang Line,,2020,None,None,None,None,None,3.144215,101.6193308
Bandar Utama,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.1466540000000003,101.618652
Kayu Ara @ Damansara Utama,LRT,None,lrt,transportation,LRT Bandar Utama-Klang Line,,2020,None,None,None,None,None,3.135215,101.616997
Phileo Damansara,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.12915,101.64285799999999
Bu11 @ Tropicana,LRT,None,lrt,transportation,LRT Bandar Utama-Klang Line,,2020,None,None,None,None,None,3.133365,101.606185
Mutiara Damansara,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.155134,101.60884899999999
Sekolah Kebangsaan Salak South,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.0809083389999996,101.6972446
Sekolah Jenis Kebangsaan (Cina) Salak South,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.086843,101.699238
Sekolah Kebangsaan Seri Setia,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.0928828999999998,101.683978
Al-Madinah International University,Tertiary,None,tertiary,education,None,,None,Private University,None,None,None,None,3.083603,101.700451
Sekolah Menengah Kebangsaan Seri Sentosa,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.0930299999999997,101.682
Sekolah Jenis Kebangsaan (Cina) La Salle,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.075479,101.68823
Sekolah Jenis Kebangsaan (Cina) Choong Wen,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.09321,101.676
Sekolah Menengah Kebangsaan Taman Desa,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.10282,101.68700000000001
Sekolah Kebangsaan Seri Saujana,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.068956412,101.6835191
Sekolah Jenis Kebangsaan (Cina) Yoke Nam,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.074306,101.67567700000001
Sekolah Kebangsaan Desa Petaling,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.08338,101.709
Sekolah Menengah Kebangsaan Seri Saujana,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.0679936110000003,101.6840713
Sekolah Kebangsaan Bandar Baru Seri Petaling 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.0664439999999997,101.689306
Sekolah Kebangsaan Bandar Baru Seri Petaling,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.0675830000000004,101.697456
Sekolah Menengah Kebangsaan Desa Perdana,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.10619151,101.6906684
Sekolah Menengah Kebangsaan Bandar Baru Seri Petaling,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.06615,101.68799999999999
Sekolah Kebangsaan Danau Perdana,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.10626,101.691254
Sekolah Kebangsaan Taman Desa,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1071,101.69
Sekolah Kebangsaan Seri Mega,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.07728,101.671
Vikas International School,Primary Secondary Preschool,None,primary,education,None,,None,International School,None,None,None,CBSE,3.105029,101.678382
Sekolah Menengah Kebangsaan Desa Petaling,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.081886175,101.71218590000001
Sekolah Kebangsaan Seri Tasik,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.096984,101.710667
Sma Majlis Agama Islam Wilayah Persekutuan,Secondary,['SM agama'],cluster,education,None,,None,Public School,None,None,['SM agama'],None,3.094785,101.711802
Sekolah Menengah Kebangsaan Seri Tasik,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.097235,101.711554
Sekolah Kebangsaan Seri Indah,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.06725,101.675
Sekolah Menengah Kebangsaan Seri Mulia,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.093455,101.71395600000001
Vital Years,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,British,3.1107869999999997,101.68521199999999
Sekolah Jenis Kebangsaan (Cina) Tai Thung,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.106086,101.705617
Brainy Bunch - Bandar Sri Permaisuri,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.0988797999999997,101.7122545
IMU - International Medical University,Tertiary,None,tertiary,education,None,,None,Private University,None,None,None,None,3.060029,101.687116
Sekolah Jenis Kebangsaan (Tamil) Saraswathy,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.0835939999999997,101.663381
Taman Desa Medical Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.0960669999999997,101.677812
Klinik Kesihatan Petaling Bahagia ,Clinic,None,clinic,healthcare,None,,None,Government,Kuala Lumpur,Kuala Lumpur,None,None,3.079358,101.665244
Kuchai Lama,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.089718,101.69404499999999
