name,sub_type,category,line_name,type,latitude,longitude
Sekolah Menengah Kebangsaan Tasek Utara 2,secondary,education,,Public School,1.4987869109999998,103.7263602
Sekolah Menengah Kebangsaan Bandar Baru Uda,secondary,education,,Public School,1.4976848999999999,103.7193865
Kolej Vokasional (Ert) Azizah,secondary,education,,Public School,1.5017309669999999,103.73531340000001
Sekolah Kebangsaan Pengkalan Rinting,primary,education,,Public School,1.493536936,103.7042052
Sekolah Kebangsaan Taman Sutera,primary,education,,Public School,1.477722585,103.69342270000001
Klinik Kesihatan Tampoi,clinic,healthcare,,Government,1.492824,103.70587900000001
Klinik Desa Antoi,clinic,healthcare,,Government,1.506667,103.76893199999999
Sekolah Kebangsaan Taman Cahaya Masai,primary,education,,Public School,1.5063749530000001,103.9268929
Sekolah Kebangsaan Jalan Arang,primary,education,,Public School,1.495833,110.3135
Sekolah Jenis Kebangsaan (Cina) Chung Hua Batu 4 1/2,primary,education,,Public School,1.501883333,110.3326
Sekolah Menengah Kebangsaan Jalan Arang,secondary,education,,Public School,1.50325,110.32793329999998
Sekolah Jenis Kebangsaan (Cina) Tampoi,primary,education,,Public School,1.5003688730000002,103.70436070000001
Sekolah Kebangsaan Rantau Panjang,primary,education,,Public School,1.501083,110.270967
Sekolah Jenis Kebangsaan (Cina) Chung Hua Rantau Panjang,primary,education,,Public School,1.5013,110.26799999999999
Sekolah Menengah Agama Al Quran Waddin,secondary,education,,Public School,1.507171293,103.7555695
Sekolah Kebangsaan Majidi Baru,primary,education,,Public School,1.508643316,103.7625754
Sekolah Kebangsaan Taman Perling,primary,education,,Public School,1.4943037869999998,103.6836487
Sekolah Kebangsaan Kg Pasir,primary,education,,Public School,1.498733285,103.69749959999999
Sekolah Jenis Kebangsaan (Cina) Pei Hwa,primary,education,,Public School,1.494920486,103.6831659
Sekolah Menengah Kebangsaan Dato Abdul Rahman Yassin,secondary,education,,Public School,1.5028620000000001,103.70147800000001
Sekolah Kebangsaan Seri Melati,primary,education,,Public School,1.507361664,103.6988997
Sekolah Menengah Kebangsaan Sri Rahmat,secondary,education,,Public School,1.507302676,103.69391350000001
Klinik Kesihatan Kempas,clinic,healthcare,,Government,1.5081229999999999,103.70738100000001
Sekolah Kebangsaan Binyu,primary,education,,Public School,1.502961,110.423396
Sekolah Jenis Kebangsaan (Cina) Kuo Kuang 2,primary,education,,Public School,1.5036507680000002,103.671847
Sekolah Menengah Kebangsaan Damai Jaya,secondary,education,,Public School,1.5049324219999998,103.64143879999999
Sekolah Kebangsaan Taman Tun Aminah 2,primary,education,,Public School,1.507570804,103.6538923
Sekolah Jenis Kebangsaan (Tamil) Taman Tun Aminah,primary,education,,Public School,1.508889994,103.64822209999998
Sekolah Kebangsaan Seri Kenanga,primary,education,,Public School,1.510091206,103.7031484
Sekolah Jenis Kebangsaan (Cina) Ping Ming,primary,education,,Public School,1.503329014,103.6182511
Klinik Desa Lima Kedai,clinic,healthcare,,Government,1.50216,103.61673
Sekolah Menengah Kebangsaan Tun Syed Nasir Ismail,secondary,education,,Public School,1.5102333140000002,103.7644261
Sekolah Menengah Kebangsaan Taman Tun Aminah,secondary,education,,Public School,1.5128797330000001,103.6583233
Sekolah Kebangsaan Mohd Khir Johari,primary,education,,Public School,1.5132819240000002,103.7528497
Sekolah Menengah Kebangsaan Permas Jaya 2,secondary,education,,Public School,1.494539742,103.81119040000002
Sekolah Kebangsaan Permas Jaya 4,primary,education,,Public School,1.49544602,103.8110241
Klinik Kesihatan Majidee,clinic,healthcare,,Government,1.51435,103.7575
UniWorld International School,primary,education,,International School,1.5005638000000001,103.8790535
Sekolah Menengah Kebangsaan Taman Rinting 2,secondary,education,,Public School,1.488753496,103.8643062
Sekolah Jenis Kebangsaan (Cina) Nam Heng Baru,primary,education,,Public School,1.503567649,103.879635
Sekolah Kebangsaan Bandar Seri Alam,primary,education,,Public School,1.506176538,103.8835108
Sekolah Kebangsaan Taman Rinting 3,primary,education,,Public School,1.483358706,103.8597813
Sekolah Kebangsaan Taman Rinting 2,cluster,education,,Public School,1.492459054,103.864333
Sekolah Menengah Kebangsaan Bandar Seri Alam,secondary,education,,Public School,1.507951546,103.8867241
Sekolah Menengah Kebangsaan Seri Alam 2,secondary,education,,Public School,1.511222705,103.8916808
Sekolah Kebangsaan Taman Megah Ria,primary,education,,Public School,1.491499149,103.8583785
Sekolah Kebangsaan Taman Scientex,primary,education,,Public School,1.50990888,103.91374470000001
Sekolah Menengah Kebangsaan Taman Scientex,secondary,education,,Public School,1.511798,103.913311
Sekolah Kebangsaan Garland,primary,education,,Public School,1.5149,110.32021670000002
Sekolah Menengah Kebangsaan Taman Megah Ria,secondary,education,,Public School,1.4888661109999999,103.8505679
Sekolah Menengah Kebangsaan Seri Kota Puteri,secondary,education,,Public School,1.497993249,103.8586038
Sekolah Jenis Kebangsaan (Cina) Chee Tong,primary,education,,Public School,1.48991,103.850052
Sekolah Kebangsaan Seri Kota Puteri,primary,education,,Public School,1.498524145,103.85233819999999
Brainy Bunch - Seri Alam,elementary,education,,Preschool,1.5084515,103.8683462
Sekolah Menengah Kebangsaan Seri Kota Puteri 2,secondary,education,,Public School,1.494121459,103.8409603
Sekolah Kebangsaan Seri Kota Puteri 4,primary,education,,Public School,1.4953789869999998,103.8416845
Sekolah Kebangsaan Sri Amar,primary,education,,Public School,1.5168212019999998,103.7597054
Sekolah Kebangsaan Taman Mutiara Rini 2,primary,education,,Public School,1.5191592680000001,103.62962900000001
Sekolah Kebangsaan Taman Skudai Baru,primary,education,,Public School,1.5203551119999998,103.6567998
Sekolah Kebangsaan Taman Tampoi Utama,primary,education,,Public School,1.516043634,103.68017259999999
Sekolah Kebangsaan Pendidikan Khas Johor Bahru,primary,education,,Public School,1.521722,103.65263399999999
Sekolah Menengah Kebangsaan Taman Mutiara Rini 2,secondary,education,,Public School,1.5216379999999998,103.650408
Sekolah Kebangsaan Taman Cempaka,primary,education,,Public School,1.5135178759999999,103.699742
Sekolah Kebangsaan Taman Bukit Mewah,primary,education,,Public School,1.5194756569999999,103.68747890000002
Sekolah Jenis Kebangsaan (Cina) Pei Hwa 2,primary,education,,Public School,1.5099272,103.80564940000001
Sekolah Kebangsaan Taman Molek,primary,education,,Public School,1.522266853,103.7831748
Sekolah Menengah Kebangsaan Taman Molek,secondary,education,,Public School,1.523672,103.782021
Sekolah Kebangsaan Laksamana,primary,education,,Public School,1.51725,110.34563329999999
Sekolah Jenis Kebangsaan (Cina) Stampin,primary,education,,Public School,1.5129,110.35303329999999
Sunny Hill School,primary,education,,Private School,1.521601,110.33491399999998
Sekolah Kebangsaan Rpr Batu Kawa,primary,education,,Public School,1.5232,110.31911670000001
Sekolah Menengah Kebangsaan D P H Abdul Gapor,secondary,education,,Public School,1.51725,110.35136670000001
Timberland Medical Centre,hospital,healthcare,,Private,1.5221168,110.3383963
Helen Ngu Women Hospital,hospital,healthcare,,Private,1.5227540000000002,110.338714
Sekolah Kebangsaan Perumahan Tampoi 2,primary,education,,Public School,1.517437894,103.7027246
Sekolah Kebangsaan Taman Tun Aminah,primary,education,,Public School,1.522146196,103.66746429999999
Sekolah Menengah Kebangsaan Taman Sutera,secondary,education,,Public School,1.522164965,103.6684808
Sekolah Kebangsaan Satria Jaya,primary,education,,Public School,1.5099333330000002,110.36575
Sekolah Kebangsaan Sg Stutong,primary,education,,Public School,1.510933333,110.36938329999998
Borneo International School,primary,education,,International School,1.5147,110.3785
Sekolah Menengah Kebangsaan Tabuan Jaya,secondary,education,,Public School,1.5134166669999998,110.38513329999999
Sekolah Kebangsaan Tabuan Jaya,primary,education,,Public School,1.52525,110.36675
Kuching Specialist Hospital,hospital,healthcare,,Private,1.5178051000000001,110.3784507
Sekolah Kebangsaan Taman Damansara Aliff,primary,education,,Public School,1.515083739,103.7236136
Sekolah Menengah Kebangsaan Taman Damansara Aliff,secondary,education,,Public School,1.51535991,103.72575400000001
Kempas Medical Centre,hospital,healthcare,,Private,1.5217869,103.72461679999999
Sekolah Kebangsaan Kopok,primary,education,,Public School,1.512407829,103.9254123
Sekolah Menengah Kebangsaan Majidi Baru 2,secondary,education,,Public School,1.524779195,103.7576911
Cherie Hearts International Preschool - Sutera Utama,preschool,education,,Preschool,1.5261076,103.6745382
Sekolah Jenis Kebangsaan (Cina) Kuo Kuang,primary,education,,Public School,1.526586363,103.67018399999999
Klinik Kesihatan Taman Ungku Tun Aminah,clinic,healthcare,,Government,1.525611,103.666933
Excelsior International School (EIS),primary,education,,International School,1.5250099,103.87776550000001
Sekolah Jenis Kebangsaan (Tamil) Ladang Rini,primary,education,,Public School,1.522870137,103.649472
Sekolah Kebangsaan Kempas,primary,education,,Public School,1.527358565,103.71658620000001
Sekolah Menengah Kebangsaan Tan Sri Osman Mohd Sa'At,secondary,education,,Public School,1.4947038369999999,103.434391
Sekolah Jenis Kebangsaan (Cina) Cheow Min,primary,education,,Public School,1.484500944,103.41611440000001
Sekolah Kebangsaan Sungai Bunyi,primary,education,,Public School,1.4748535740000002,103.4191453
Sekolah Kebangsaan Seri Bunian,primary,education,,Public School,1.492067585,103.445549
Sekolah Kebangsaan Parit Patah,primary,education,,Public School,1.5016076280000001,103.41997409999999
Sekolah Menengah Kebangsaan Dato` Penggawa Barat,secondary,education,,Public School,1.491537134,103.4041786
Sekolah Menengah Kebangsaan Dato` Ali Hj Ahmad,secondary,education,,Public School,1.4888586030000002,103.4031272
Sekolah Maahad Pontian,secondary,education,,Public School,1.488340575,103.40273020000001
Sekolah Jenis Kebangsaan (Cina) Bin Chong,primary,education,,Public School,1.473576461,103.3949438
Sekolah Kebangsaan Rimba Terjun,primary,education,,Public School,1.456288034,103.4041142
Sekolah Jenis Kebangsaan (Cina) Pei Chun 1,primary,education,,Public School,1.488128752,103.3908373
Sekolah Jenis Kebangsaan (Cina) Pei Chun (2),primary,education,,Public School,1.488147521,103.3906978
Sekolah Jenis Kebangsaan (Cina) Gau San,primary,education,,Public School,1.487997,103.388879
Sekolah Kebangsaan Bandar Pontian,primary,education,,Public School,1.491973739,103.38856820000001
Sekolah Kebangsaan Parit Rambai,primary,education,,Public School,1.443302255,103.4373415
Sekolah Kebangsaan Tengku Mahmood Iskandar 2,primary,education,,Public School,1.491351678,103.3865055
Kolej Tingkatan Enam Pontian,secondary,education,,Public School,1.507922,103.39268100000001
Sekolah Kebangsaan Parit Kudus,primary,education,,Public School,1.5272888519999999,103.42531170000001
Sekolah Kebangsaan Tengku Mahmood Iskandar 1,primary,education,,Public School,1.4930945219999998,103.3859718
Sekolah Kebangsaan Parit Selangor,primary,education,,Public School,1.52555676,103.44294190000001
Klinik Desa Sungai Bunyi,clinic,healthcare,,Government,1.47441,103.42047
Klinik Desa Parit Mesjid,clinic,healthcare,,Government,1.49833,103.41889
Klinik Desa Sri Bunian,clinic,healthcare,,Government,1.48996,103.448
Klinik Desa Rimba Terjun,clinic,healthcare,,Government,1.45525,103.40437
Klinik Desa Parit Semerah,clinic,healthcare,,Government,1.5223,103.42298000000001
Klinik Desa Parit Rambai,clinic,healthcare,,Government,1.44556,103.43472
Klinik Desa Parit Selangor,clinic,healthcare,,Government,1.52588,103.44206
Hospital Pontian,hospital,healthcare,,Government,1.4988,103.38598
Sekolah Jenis Kebangsaan (Cina) Pandan,primary,education,,Public School,1.5274711769999998,103.76873909999999
Sekolah Menengah Kebangsaan Mutiara Rini,secondary,education,,Public School,1.524618319,103.6345643
Sekolah Kebangsaan Taman Mutiara Rini,cluster,education,,Public School,1.525063408,103.64062609999999
Sekolah Jenis Kebangsaan (Cina) Thorburn,primary,education,,Public School,1.526188866,103.6279278
Sekolah Kebangsaan Taman Universiti 3,primary,education,,Public School,1.5270153640000002,103.6200321
Sekolah Kebangsaan Jln.Ong Tiang Swee,primary,education,,Public School,1.52675,110.34476670000001
Sekolah Jenis Kebangsaan (Cina) Chung Hua Kim Choo Seng,primary,education,,Public School,1.53,110.32
Sekolah Jenis Kebangsaan (Cina) Chung Hua Stapok,primary,education,,Public School,1.50995,110.2894
Sekolah Kebangsaan Stapok,primary,education,,Public School,1.51285,110.289483
Sekolah Menengah Kebangsaan Batu Kawa,secondary,education,,Public School,1.518966667,110.29173329999999
Sekolah Jenis Kebangsaan (Cina) Chung Hua Bt Kawa,primary,education,,Public School,1.5116829999999999,110.27076699999999
Sekolah Menengah Kebangsaan Permas Jaya 3,secondary,education,,Public School,1.4889411869999998,103.82471679999999
Sekolah Kebangsaan Senibong,primary,education,,Public School,1.490292564,103.8224047
Sekolah Kebangsaan Permas Jaya 5,primary,education,,Public School,1.491654665,103.81913780000001
Sekolah Kebangsaan Taman Permas Jaya 3,primary,education,,Public School,1.500650408,103.821069
Sekolah Jenis Kebangsaan (Tamil) Permas Jaya,primary,education,,Public School,1.510432,103.827477
REAL International School - Johor,primary,education,,International School,1.5042149999999999,103.814727
REAL Schools Johor,primary,education,,Private School,1.5042149999999999,103.814727
Sekolah Menengah Kebangsaan Permas Jaya,secondary,education,,Public School,1.5102735330000001,103.8229465
Sekolah Kebangsaan Permas Jaya 1,primary,education,,Public School,1.5118340000000001,103.822356
Sekolah Kebangsaan Taman Permas Jaya 2,primary,education,,Public School,1.5150730140000002,103.8199103
Sekolah Jenis Kebangsaan (Cina) Chien Chi,primary,education,,Public School,1.525245734,103.82290359999999
Klinik Desa Permas Jaya,clinic,healthcare,,Government,1.51017,103.82005
Klinik Desa Plentong,clinic,healthcare,,Government,1.52262,103.82061
Sekolah Seni Malaysia Johor,cluster,education,,Public School,1.527004639,103.8977265
Cherie Hearts International Preschool - Taman Molek,preschool,education,,Preschool,1.529844,103.7939654
Sekolah Kebangsaan Kangka Tebrau,primary,education,,Public School,1.53218482,103.7557518
Sekolah Kebangsaan Cahaya Baru,primary,education,,Public School,1.524478894,103.93432800000001
Klinik Desa Kampung Cahaya Baru,clinic,healthcare,,Government,1.52397,103.935
Klinik Desa Kempas,clinic,healthcare,,Government,1.53267,103.71484
Sekolah Jenis Kebangsaan (Cina) Johor Jaya,primary,education,,Public School,1.5320770000000001,103.801819
Sekolah Kebangsaan Pontian Besar,primary,education,,Public School,1.5084717140000001,103.3878922
Sekolah Jenis Kebangsaan (Tamil) Jalan Parit Ibrahim,primary,education,,Public School,1.505987561,103.3843544
Sekolah Menengah Kebangsaan Sri Perhentian,secondary,education,,Public School,1.5055383919999998,103.38379379999999
Sekolah Jenis Kebangsaan (Cina) Tah Tong,primary,education,,Public School,1.506192625,103.3807468
Klinik Kesihatan Pontian ,clinic,healthcare,,Government,1.50111,103.383333
Sekolah Jenis Kebangsaan (Cina) Chung Hua No.6,primary,education,,Public School,1.53395,110.31826699999999
Sekolah Jenis Kebangsaan (Cina) Chung Hua Sg Moyan,primary,education,,Public School,1.506283,110.24988300000001
Sekolah Jenis Kebangsaan (Cina) Chung Hua Syn-San-Tu,primary,education,,Public School,1.526983,110.2382
Jb Specialist Hospital Sdn. Bhd.,hospital,healthcare,,Private,1.53398,103.79700000000001
Sekolah Menengah Kebangsaan Taman Universiti,secondary,education,,Public School,1.5278,103.6159
Sekolah Menengah Kebangsaan Taman Universiti 2,secondary,education,,Public School,1.533758713,103.6319223
Sekolah Kebangsaan Pendidikan Khas Kuching,primary,education,,Public School,1.5322333330000002,110.34658329999999
