TargetB,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
1,1,2,1,2,16.0,16.0,13.0,16.0,23,34,10,24,24,4,10,10,A,0,13,59.15897112857484,F,0,501400.0,22,0
0,1,9,1,4,20.0,20.0,21.11,20.0,16,85,14,34,58,6,15,23,A,1,8,59.15897112857484,F,1,156300.0,4,30361
1,3,5,2,2,7.0,5.67,5.8,6.0,17,28,12,23,22,6,11,9,A,1,11,59.15897112857484,U,1,587900.0,25,161853
0,6,13,5,9,25.0,22.5,15.69,23.0,20,110,14,35,54,6,16,20,S,1,13,39.0,M,1,593500.0,34,130237
0,1,11,1,4,10.0,10.0,20.55,10.0,24,77,11,30,60,5,13,22,A,0,13,59.15897112857484,F,0,574800.0,32,0
0,5,8,2,2,38.0,38.8,38.38,34.5,7,29,30,45,56,8,16,14,A,1,13,73.0,F,0,595600.0,49,0
1,2,4,2,4,12.0,11.0,11.75,11.0,16,44,14,30,33,6,12,12,A,0,0,59.15897112857484,F,1,357300.0,0,105701
1,6,7,3,3,7.0,5.33,5.43,5.67,17,28,14,27,25,7,13,12,A,1,0,54.0,F,1,418300.0,0,105701
0,2,2,2,2,40.0,37.5,37.5,37.5,20,23,13,24,23,6,11,9,N,0,0,33.0,F,1,576500.0,0,105701
1,1,5,0,2,20.0,20.0,12.6,14.224430812041488,26,66,10,31,50,5,5,20,A,0,11,59.15897112857484,F,0,513900.0,22,0
1,1,1,1,1,20.0,20.0,20.0,20.0,25,25,7,18,15,3,7,6,N,0,3,72.0,U,1,378100.0,21,86116
1,2,13,0,3,20.0,27.5,28.92,14.224430812041488,5,65,30,52,79,8,8,26,A,1,0,35.0,F,1,439200.0,0,86116
0,6,16,4,10,12.5,9.75,9.16,9.5,20,75,20,42,82,6,17,24,A,1,0,55.0,M,1,418700.0,0,86116
1,1,4,0,1,20.0,20.0,14.0,14.224430812041488,26,77,11,31,47,5,5,18,A,1,27,59.15897112857484,F,0,330300.0,23,0
1,1,17,0,10,20.0,20.0,8.88,14.224430812041488,20,126,11,23,69,4,4,26,A,1,3,59.15897112857484,F,0,324000.0,34,0
0,2,11,1,6,25.0,37.5,26.36,25.0,25,105,13,32,69,6,15,27,A,1,3,51.0,M,1,329300.0,34,75923
0,10,16,7,8,5.0,5.0,5.0,5.0,16,76,14,32,47,6,15,18,S,1,2,61.0,F,1,305900.0,25,75923
0,1,4,1,2,15.0,15.0,8.0,15.0,16,56,11,26,38,5,11,15,A,0,3,33.0,F,0,345500.0,17,75923
1,2,2,2,2,15.0,10.0,10.0,10.0,24,33,9,24,22,4,10,9,A,0,3,48.0,M,1,340400.0,23,75923
0,3,4,3,4,10.0,10.0,8.75,10.0,20,29,12,25,24,6,13,12,A,0,3,59.15897112857484,F,0,304200.0,34,0
1,10,44,8,25,4.0,4.7,5.86,4.88,15,126,10,30,80,5,16,32,S,1,10,51.0,F,1,155300.0,6,35841
0,2,15,0,4,10.0,7.5,6.13,14.224430812041488,18,77,13,35,56,6,6,24,S,1,14,72.0,F,0,472000.0,24,0
1,4,10,1,4,5.0,5.75,4.1,10.0,15,110,6,20,33,3,9,13,A,0,11,79.0,F,1,574300.0,25,88402
1,2,11,1,7,15.0,15.5,12.55,15.0,16,91,14,35,63,6,16,26,S,1,1,60.0,F,1,561900.0,24,88402
1,2,4,1,2,20.0,16.0,13.0,20.0,16,75,13,28,41,6,12,16,A,0,5,51.0,F,0,177800.0,33,0
1,8,15,7,11,6.0,6.0,5.47,6.0,15,56,9,26,39,4,13,16,S,1,4,59.15897112857484,U,0,110986.29981416477,26,0
0,5,18,2,11,10.0,13.6,12.61,16.0,15,125,12,32,74,6,17,31,S,1,3,35.0,M,0,589300.0,25,174183
1,6,11,5,7,11.0,11.67,10.18,12.0,6,45,28,47,63,11,21,24,A,1,13,75.0,F,1,597000.0,38,174183
0,0,17,0,3,25.0,0.0,26.76,14.224430812041488,12,103,30,30,95,6,6,26,S,1,13,78.0,F,1,594800.0,25,174183
0,3,13,1,8,50.0,38.33,18.62,30.0,15,123,14,36,75,6,17,33,S,1,1,67.0,F,1,483300.0,25,86448
1,3,10,1,6,18.0,16.67,12.2,16.0,25,68,12,34,54,6,17,23,A,1,1,66.0,F,0,383300.0,13,0
0,1,10,1,8,20.0,20.0,20.5,20.0,19,124,11,23,58,4,9,24,A,1,7,49.0,F,1,297500.0,20,44543
1,1,9,0,5,20.0,20.0,18.33,14.224430812041488,25,76,11,31,56,6,6,23,A,1,1,48.0,F,0,310000.0,20,0
0,2,3,1,1,50.0,30.0,23.33,10.0,18,29,20,34,43,6,13,11,A,0,4,54.0,M,1,330800.0,12,44543
1,6,21,2,4,10.0,13.0,13.52,13.0,18,85,21,42,70,9,19,26,S,1,1,59.0,F,1,310000.0,20,44543
1,11,30,7,14,11.0,11.82,10.07,11.43,18,67,13,35,61,6,17,23,S,1,3,50.0,F,1,470800.0,16,78360
1,10,47,7,22,5.0,6.2,5.13,5.29,18,130,10,31,78,5,16,32,S,1,17,37.0,F,1,273000.0,21,47076
1,3,11,2,8,12.0,10.67,8.27,11.0,16,88,14,32,61,5,14,24,A,1,12,66.0,U,0,357000.0,25,47076
0,3,4,2,3,21.0,17.0,15.25,15.0,15,53,12,29,38,5,12,15,A,0,11,54.0,M,1,310000.0,27,47076
1,8,9,6,7,8.0,6.88,6.67,6.5,17,41,12,31,34,6,16,15,S,1,12,59.0,M,1,361700.0,23,47076
1,2,14,1,9,11.0,10.0,7.79,11.0,20,122,12,29,68,5,12,28,S,1,2,55.0,F,1,332600.0,18,68819
0,4,14,3,11,10.0,7.5,6.64,8.33,16,123,12,32,75,5,14,29,S,1,11,53.0,F,1,286400.0,26,68819
0,3,7,2,3,15.0,10.0,9.29,7.5,17,53,13,32,41,6,15,17,A,0,2,67.0,F,1,350900.0,35,68819
0,4,6,2,3,15.0,10.5,9.0,8.5,15,41,12,32,35,5,14,14,A,1,2,59.15897112857484,F,0,314100.0,50,68819
0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,10,15,13,4,6,5,F,0,2,7.0,F,1,358500.0,30,68819
0,5,6,3,3,7.0,5.2,5.33,5.33,17,28,13,23,23,6,11,9,A,1,3,23.0,F,1,339000.0,29,68819
1,2,5,1,4,19.0,18.0,12.2,17.0,17,51,13,31,40,6,13,16,A,0,2,46.0,M,0,280300.0,35,58918
0,2,16,1,12,12.0,11.0,6.13,12.0,16,128,13,29,71,5,11,27,S,1,22,82.0,F,1,328900.0,34,73833
1,2,2,0,0,15.0,10.0,10.0,14.224430812041488,15,28,8,18,18,2,2,6,E,0,13,59.15897112857484,M,1,417800.0,32,73833
0,2,3,2,2,10.0,7.5,6.67,7.5,19,24,7,18,16,4,9,7,N,0,24,71.0,F,1,365600.0,35,73833
0,3,15,2,8,33.0,28.67,23.13,29.0,16,65,14,36,59,6,17,24,A,1,13,59.15897112857484,M,0,446800.0,36,0
1,1,2,1,1,80.0,80.0,80.0,80.0,24,43,11,31,34,6,15,14,A,0,13,69.0,M,1,360800.0,32,73833
0,1,2,1,2,100.0,100.0,100.0,100.0,21,45,30,48,79,5,14,14,A,0,24,55.0,M,1,365600.0,35,73833
1,5,15,4,11,12.0,10.8,10.6,10.5,16,56,7,15,25,2,6,10,E,1,13,43.0,M,0,505900.0,39,0
0,1,6,0,3,25.0,21.0,15.5,14.224430812041488,6,96,14,33,76,5,5,27,A,0,22,68.0,F,0,328900.0,34,73833
0,1,13,1,6,10.0,13.0,9.77,13.0,18,69,13,32,60,6,15,21,S,1,17,35.0,F,1,236800.0,26,58882
1,2,8,0,4,20.0,18.0,16.25,14.224430812041488,15,87,12,32,58,5,5,23,L,1,13,49.0,F,0,290800.0,35,43940
0,7,8,5,5,7.0,6.71,6.25,6.4,17,29,13,27,28,6,14,12,A,1,16,77.0,F,1,188700.0,34,68158
0,6,14,2,7,5.0,7.0,6.5,6.5,16,45,7,15,19,2,6,8,E,0,8,59.15897112857484,U,0,174400.0,27,0
0,2,10,1,6,20.0,20.0,16.1,20.0,19,125,13,35,72,6,17,30,A,1,8,40.0,F,1,173900.0,28,51699
1,2,10,1,5,15.0,15.0,7.3,15.0,24,113,9,27,56,4,12,23,A,0,5,78.0,M,0,212600.0,31,60733
0,2,15,1,7,25.0,12.0,11.67,10.0,17,66,13,35,54,6,17,23,A,1,20,45.0,F,1,160500.0,29,42120
1,1,4,1,3,50.0,50.0,25.0,50.0,16,91,14,23,47,6,11,19,A,0,3,59.15897112857484,F,0,329700.0,32,0
0,4,5,2,2,7.0,7.5,7.2,8.5,15,28,13,25,26,5,10,9,A,1,1,59.15897112857484,M,0,240400.0,29,0
1,5,7,3,4,13.0,11.2,9.71,12.67,17,45,12,29,34,6,15,15,A,0,3,51.0,M,1,226400.0,32,69733
1,0,1,0,0,20.0,0.0,20.0,14.224430812041488,17,17,10,10,12,4,4,4,F,0,14,59.15897112857484,U,1,201900.0,31,69733
0,1,15,1,4,25.0,25.0,18.47,25.0,5,52,24,42,55,6,15,18,A,1,45,59.15897112857484,M,1,286700.0,37,69733
1,4,15,3,14,25.0,26.25,38.67,25.0,9,113,25,45,95,11,22,35,S,1,18,66.0,M,0,217000.0,20,0
1,4,12,1,6,12.0,10.5,6.58,10.0,18,130,12,34,69,5,16,31,A,0,11,70.0,F,1,267900.0,24,56395
1,4,4,3,3,20.0,25.0,25.0,30.0,21,33,12,28,30,6,15,13,A,1,11,86.0,M,1,232800.0,26,56395
0,2,2,2,2,30.0,27.5,27.5,27.5,20,32,15,33,32,6,14,12,A,0,12,81.0,F,1,265200.0,19,56395
1,3,4,2,2,12.0,11.33,9.75,11.0,19,29,13,27,26,6,13,11,A,0,11,59.15897112857484,F,0,267900.0,24,0
1,1,1,1,1,20.0,20.0,20.0,20.0,15,15,8,9,9,3,4,4,E,0,11,59.0,F,1,313000.0,22,56395
1,2,11,1,5,70.0,55.0,33.0,70.0,18,86,13,35,68,6,17,28,S,1,20,39.0,F,0,205100.0,37,0
0,2,4,1,2,2.0,10.0,10.5,18.0,20,44,11,29,37,5,13,14,A,0,20,59.15897112857484,M,1,201000.0,27,66645
0,5,23,1,12,3.0,4.8,4.26,3.0,16,128,19,38,80,7,15,33,S,1,21,16.0,F,0,160100.0,24,0
1,6,22,4,12,5.0,7.0,5.55,6.75,17,79,13,33,62,6,17,25,S,1,8,47.0,F,0,192200.0,34,41254
1,3,10,2,6,12.0,12.0,7.5,11.5,16,76,12,29,51,5,12,19,A,0,2,74.0,M,1,276800.0,25,41254
0,5,6,4,5,10.0,10.8,10.67,10.5,20,40,12,32,35,6,16,15,A,1,8,61.0,F,0,189300.0,13,41254
0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,11,16,14,4,6,5,F,0,3,59.15897112857484,U,0,318900.0,14,0
0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,10,15,13,4,6,5,F,0,8,51.0,F,1,198500.0,24,41254
0,4,18,2,11,10.0,10.0,7.11,10.5,19,121,14,36,77,6,17,32,S,1,8,59.15897112857484,F,0,160800.0,4,0
0,1,11,0,7,15.0,15.0,9.18,14.224430812041488,25,126,6,17,38,2,2,16,A,1,6,70.0,F,1,165700.0,29,47472
0,3,13,3,8,10.0,15.67,12.69,15.67,22,75,11,31,57,5,15,23,A,1,6,86.0,F,1,164400.0,29,47472
0,2,7,2,5,20.0,17.5,13.71,17.5,20,56,13,33,48,6,16,19,A,1,6,53.0,M,1,161100.0,23,47472
1,3,8,1,4,29.0,27.0,18.25,25.0,18,68,13,35,56,6,17,23,A,1,8,65.0,F,1,144200.0,22,45373
1,4,14,3,8,10.0,10.0,8.64,10.0,17,88,13,33,60,6,17,25,S,1,6,59.15897112857484,F,0,183400.0,34,51425
1,2,16,0,10,13.0,11.5,7.25,14.224430812041488,19,123,12,25,64,5,5,25,S,1,2,51.0,F,1,297300.0,25,76749
0,3,7,1,3,16.0,16.0,8.29,16.0,22,60,12,30,40,6,14,16,A,0,2,59.15897112857484,F,0,319700.0,17,0
1,2,2,0,0,50.0,30.0,30.0,14.224430812041488,19,28,13,27,24,6,6,11,A,0,2,63.0,M,1,319600.0,24,76749
0,10,27,7,13,10.0,9.0,7.22,9.14,21,86,20,41,82,6,17,26,S,1,2,69.0,M,0,319600.0,24,76749
1,2,11,2,6,20.0,12.5,13.64,12.5,9,89,21,42,95,8,18,29,A,1,5,72.0,F,1,225800.0,28,42822
1,2,10,1,7,15.0,17.5,9.9,20.0,26,111,10,28,65,5,13,29,A,1,7,80.0,M,1,239700.0,24,42822
0,4,18,2,8,5.0,5.5,4.94,6.0,15,119,7,21,56,3,9,24,S,1,24,63.0,F,1,329400.0,35,45854
0,3,5,2,3,10.0,6.67,7.0,7.5,17,65,13,23,34,6,10,11,A,0,5,59.15897112857484,M,0,215600.0,30,0
0,3,3,3,3,20.0,15.0,15.0,15.0,21,33,12,30,30,6,15,13,A,1,5,56.0,M,1,210800.0,46,64942
1,1,1,0,0,20.0,20.0,20.0,14.224430812041488,20,20,10,17,15,4,4,6,F,0,5,39.0,F,1,201600.0,41,64942
1,4,18,1,14,5.0,5.0,4.83,5.0,17,116,10,28,66,4,12,28,S,1,5,71.0,U,1,216300.0,32,67986
1,4,17,4,13,20.0,17.75,9.76,17.75,16,127,14,35,78,6,16,31,S,1,24,83.0,M,1,221300.0,37,67986
0,1,46,0,19,14.0,14.0,8.46,14.224430812041488,24,122,21,40,121,5,5,30,A,1,2,85.0,M,1,225200.0,43,67986
0,3,19,1,10,5.0,8.0,5.05,5.0,17,113,11,27,67,4,10,24,S,1,7,59.15897112857484,M,1,213100.0,36,49840
0,1,1,1,1,20.0,20.0,20.0,20.0,23,23,8,18,16,3,7,6,N,0,8,42.0,M,1,162700.0,25,49840
1,2,6,1,2,19.0,15.0,12.0,20.0,5,64,27,40,56,7,12,17,A,0,0,59.15897112857484,F,0,142900.0,0,0
1,1,1,1,1,25.0,25.0,25.0,25.0,17,17,11,17,16,5,8,7,F,0,19,75.0,F,1,235300.0,8,51935
0,2,18,1,8,27.0,24.5,16.11,27.0,21,105,13,33,67,6,16,28,A,1,6,78.0,M,1,268300.0,25,51935
0,2,2,2,2,30.0,30.0,30.0,30.0,16,21,13,20,19,5,8,7,N,0,8,57.0,M,1,348500.0,15,75956
0,3,15,1,8,11.0,12.67,9.33,12.0,15,99,7,20,49,4,13,24,S,1,13,59.15897112857484,F,1,348500.0,34,75956
0,5,16,3,7,8.0,6.8,5.81,6.67,22,57,12,34,49,6,17,21,S,1,13,59.15897112857484,U,1,376200.0,41,75956
0,2,2,1,1,22.0,16.0,16.0,10.0,18,29,11,24,22,5,11,10,A,0,8,58.0,M,0,147200.0,16,37283
1,12,37,9,20,6.0,5.75,4.24,5.67,15,116,13,31,69,6,17,30,S,1,9,59.15897112857484,F,0,145800.0,24,37283
1,2,7,1,4,20.0,15.0,13.86,10.0,15,64,12,30,49,5,13,18,A,1,30,63.0,F,1,199900.0,11,39057
0,3,7,1,3,25.0,21.67,15.71,15.0,17,64,13,34,48,6,16,19,A,0,13,60.0,F,0,505500.0,35,0
0,3,3,2,2,20.0,11.33,11.33,12.5,16,32,12,25,23,6,12,10,A,0,13,40.0,F,0,446700.0,43,0
0,2,8,2,4,20.0,20.0,18.75,20.0,23,88,14,35,71,6,16,24,A,0,13,49.0,F,0,409800.0,35,73461
1,9,40,2,18,8.0,8.67,7.35,9.0,11,129,25,45,106,11,21,42,S,1,14,73.0,F,0,355600.0,37,71746
1,5,14,3,7,15.0,14.0,15.86,13.33,16,120,14,33,70,6,16,29,S,1,1,59.15897112857484,F,0,355600.0,37,0
1,2,7,1,4,15.0,15.0,11.29,15.0,25,112,10,27,55,5,13,24,A,0,14,67.0,M,1,390900.0,40,71746
0,1,5,0,3,16.0,16.0,12.6,14.224430812041488,18,53,11,28,36,5,5,15,A,1,33,26.0,M,0,344800.0,50,71746
1,2,2,2,2,15.0,12.5,12.5,12.5,22,29,10,24,22,4,10,9,A,0,33,59.15897112857484,U,0,67500.0,56,0
1,1,1,1,1,20.0,20.0,20.0,20.0,16,16,12,17,14,5,7,6,F,0,14,42.0,F,1,390900.0,40,71746
1,2,10,0,2,15.0,17.5,15.2,14.224430812041488,15,81,12,34,63,5,5,24,L,0,19,51.0,M,1,215900.0,30,53218
0,8,30,6,14,38.0,26.38,15.1,27.5,21,76,25,47,106,11,22,39,S,1,19,33.0,F,1,205100.0,18,53218
1,2,3,2,2,25.0,15.0,18.33,15.0,26,33,11,28,28,5,14,12,A,0,18,48.0,M,1,186400.0,26,62357
0,0,1,0,0,20.0,0.0,20.0,14.224430812041488,23,23,8,8,13,3,3,5,N,0,20,76.0,F,1,203500.0,43,62357
0,1,10,1,8,16.0,16.0,10.1,16.0,21,125,10,28,61,4,12,25,A,1,1,78.0,M,1,241700.0,31,89546
1,2,8,2,7,15.0,14.0,8.5,14.0,21,113,10,27,58,4,12,24,A,0,3,87.0,M,1,567900.0,29,89546
1,3,12,1,3,20.0,20.0,14.75,20.0,24,74,12,34,58,6,17,25,A,0,3,59.15897112857484,U,1,461500.0,29,89546
1,4,6,3,4,10.0,7.25,6.5,8.0,19,38,12,32,33,6,15,14,S,1,3,43.0,F,1,367300.0,37,89546
1,4,6,1,2,20.0,21.25,19.17,20.0,15,41,14,34,37,6,15,14,A,0,11,65.0,F,1,267400.0,34,89546
0,4,16,3,7,10.0,6.5,6.31,6.0,18,64,13,34,57,6,17,22,A,1,7,75.0,M,1,161300.0,31,33215
0,1,2,0,0,20.0,20.0,15.0,14.224430812041488,19,31,10,23,22,4,4,8,A,0,7,51.0,F,0,166100.0,29,33215
0,4,15,2,6,13.0,15.0,8.4,11.5,17,90,18,31,73,4,10,14,S,1,7,27.0,F,1,161900.0,29,33215
1,10,29,7,14,5.0,12.6,11.72,13.29,18,69,14,33,58,6,17,23,S,1,9,65.0,M,0,204800.0,38,0
1,5,10,2,4,10.0,9.6,7.9,9.5,15,76,13,32,55,6,15,21,S,1,2,59.15897112857484,F,1,198900.0,29,31050
0,4,12,3,8,25.0,31.25,20.92,33.33,20,93,10,31,66,5,16,28,A,1,3,81.0,F,1,254000.0,37,61361
0,1,24,0,13,25.0,25.0,18.5,14.224430812041488,18,129,8,22,73,4,4,29,A,1,2,59.15897112857484,F,0,218200.0,33,0
0,5,6,4,4,8.0,7.6,7.17,7.5,18,36,13,34,33,6,16,14,A,1,24,73.0,F,1,312400.0,25,71260
1,6,38,4,22,10.0,8.83,6.5,8.75,19,129,24,42,114,10,19,42,A,1,2,75.0,M,1,225700.0,43,71260
1,3,8,2,3,20.0,16.67,16.25,20.0,26,41,10,31,35,5,15,15,A,1,8,49.0,F,0,154500.0,20,40119
0,2,13,2,7,10.0,10.5,7.38,10.5,21,113,13,32,65,6,16,28,S,1,2,39.0,F,1,251400.0,48,72198
0,2,8,1,4,25.0,25.0,16.25,25.0,17,112,13,35,64,6,17,30,A,1,3,66.0,M,0,539200.0,43,0
0,1,9,0,4,20.0,20.0,13.33,14.224430812041488,26,87,9,28,56,4,4,20,A,1,1,31.0,M,1,242900.0,26,72198
0,3,7,2,4,15.0,12.33,11.43,11.0,18,53,15,35,56,6,16,17,A,1,5,59.15897112857484,U,0,219800.0,32,0
1,3,32,2,10,25.0,25.33,25.84,25.0,10,104,30,52,122,6,17,30,A,1,13,73.0,F,1,247300.0,32,72198
1,2,5,0,2,16.0,15.0,12.4,14.224430812041488,19,55,12,30,41,6,6,15,A,0,13,45.0,M,1,274100.0,30,69038
0,4,38,4,18,10.0,8.5,7.63,8.5,25,113,12,33,77,6,17,30,S,1,11,66.0,M,1,220500.0,29,0
0,0,9,0,5,25.0,0.0,15.67,14.224430812041488,18,128,13,13,69,6,6,31,A,1,12,52.0,F,1,445700.0,40,68138
1,2,9,0,2,12.0,12.0,12.22,14.224430812041488,18,82,13,33,57,6,6,23,A,0,13,81.0,M,1,543900.0,30,122638
0,1,17,0,7,17.0,17.0,10.29,14.224430812041488,25,122,15,35,84,4,4,28,A,1,13,83.0,F,1,529700.0,30,122638
1,2,2,1,1,20.0,15.0,15.0,10.0,19,33,10,25,23,4,10,9,A,0,20,59.15897112857484,F,1,235200.0,34,51437
0,2,3,0,0,35.0,27.5,21.67,14.224430812041488,15,44,12,28,31,5,5,12,A,0,3,59.15897112857484,F,0,364400.0,14,0
0,1,1,0,0,20.0,20.0,20.0,14.224430812041488,16,16,12,17,14,5,5,6,F,0,1,59.15897112857484,F,0,350000.0,33,0
0,3,3,2,2,20.0,15.33,15.33,13.0,18,30,13,26,23,6,13,11,A,0,10,59.15897112857484,U,0,415500.0,0,0
1,6,15,5,10,10.0,8.5,7.13,8.4,19,75,9,27,48,4,14,20,S,1,20,84.0,F,0,230200.0,29,0
1,5,11,2,3,5.0,5.0,4.27,5.0,17,56,12,31,43,6,15,18,S,1,18,81.0,M,1,185900.0,23,61964
0,3,5,1,2,12.0,10.67,10.4,10.0,18,57,12,28,36,6,12,14,A,0,20,59.15897112857484,F,0,230200.0,29,0
0,6,9,2,3,12.0,10.83,10.0,11.0,15,40,13,34,37,6,16,15,S,1,20,53.0,F,1,221900.0,26,61964
0,5,12,4,6,20.0,12.0,12.5,11.25,18,45,27,48,57,6,17,18,A,1,13,69.0,F,1,354400.0,37,61964
0,2,2,0,0,20.0,15.0,15.0,14.224430812041488,16,20,12,19,16,5,5,7,N,0,17,41.0,F,0,191100.0,15,0
0,2,2,2,2,20.0,60.0,60.0,60.0,23,30,14,28,25,6,13,11,A,0,12,59.15897112857484,F,0,316900.0,33,0
0,3,3,2,2,15.0,10.0,10.0,7.5,18,33,10,27,26,4,12,11,A,0,15,67.0,M,1,282300.0,19,45164
0,1,1,1,1,15.0,15.0,15.0,15.0,19,19,10,16,14,4,7,6,F,0,31,59.15897112857484,F,0,142300.0,8,0
0,2,2,0,0,20.0,12.5,12.5,14.224430812041488,18,32,11,24,22,4,4,8,A,0,12,59.15897112857484,F,0,225000.0,11,0
1,3,17,2,11,14.0,13.0,9.47,13.0,20,127,13,32,70,6,16,32,S,1,13,77.0,F,1,300500.0,26,47631
0,0,2,0,0,20.0,0.0,17.5,14.224430812041488,25,44,9,9,31,4,4,11,A,0,13,43.0,M,1,300500.0,26,47631
1,4,6,3,4,10.0,15.0,13.33,13.33,16,44,16,35,41,6,15,15,A,1,2,59.15897112857484,F,0,564300.0,43,0
1,2,4,2,3,23.0,21.0,19.25,21.0,21,36,13,33,33,7,16,15,A,0,13,70.0,F,1,477800.0,32,109911
0,1,11,0,5,17.0,17.0,12.45,14.224430812041488,17,125,13,35,70,6,6,32,A,0,13,79.0,M,1,213200.0,35,65906
1,3,23,2,15,12.0,11.67,10.0,12.5,17,125,7,23,69,4,12,28,S,1,13,80.0,M,1,454800.0,29,65906
1,3,8,2,4,50.0,58.33,30.75,75.0,24,69,12,32,54,6,17,24,A,0,13,80.0,F,1,562600.0,30,65906
0,1,5,1,3,15.0,15.0,12.4,15.0,17,63,12,31,49,6,15,18,A,0,12,55.0,F,1,242400.0,26,65906
1,3,8,1,5,20.0,19.33,16.0,20.0,17,62,13,33,55,6,15,21,S,1,13,67.0,F,1,373800.0,28,65906
1,6,9,4,5,50.0,34.17,32.22,26.25,20,54,13,33,45,6,17,19,A,1,24,59.15897112857484,F,0,369400.0,28,65906
0,3,6,0,3,20.0,16.0,12.83,14.224430812041488,19,75,13,33,52,6,6,20,S,1,13,51.0,F,1,595300.0,41,128323
1,3,7,3,5,16.0,15.0,12.14,15.0,24,65,7,24,36,4,13,15,A,0,13,82.0,F,1,498400.0,25,40701
1,5,15,2,5,7.0,6.8,5.47,7.0,15,105,11,25,51,5,12,23,A,1,1,7.0,M,1,351100.0,20,56609
1,3,8,0,2,10.0,10.67,12.13,14.224430812041488,15,75,14,30,53,6,6,19,A,0,13,82.0,F,1,550100.0,22,56609
1,2,6,1,3,10.0,12.5,9.17,15.0,15,53,10,22,33,5,11,12,A,0,9,53.0,F,1,248100.0,10,35110
1,2,12,0,5,20.0,13.5,6.08,14.224430812041488,18,121,12,32,66,5,5,30,A,0,4,59.15897112857484,F,0,187500.0,32,0
0,3,16,2,10,14.0,13.33,10.81,14.0,18,93,13,33,67,6,15,26,S,1,13,59.15897112857484,F,1,375700.0,18,48925
1,3,13,2,7,10.0,10.0,6.08,10.0,16,86,14,35,61,6,16,23,S,1,4,51.0,F,1,209800.0,12,48925
0,2,10,1,6,35.0,35.0,25.0,35.0,17,125,13,32,73,6,16,32,A,0,3,65.0,F,0,372900.0,50,0
1,2,2,1,1,25.0,17.5,17.5,10.0,16,20,22,27,27,10,12,12,F,0,13,42.0,F,1,550100.0,22,82540
0,3,22,1,9,18.0,14.67,15.05,10.0,26,105,15,37,76,7,18,29,A,1,11,86.0,F,1,400000.0,32,90255
0,3,9,2,6,25.0,25.0,19.0,25.0,22,101,13,32,65,6,16,27,A,1,12,61.0,M,1,209200.0,35,72116
0,3,6,3,4,20.0,17.33,17.33,17.33,26,42,10,32,35,5,16,15,A,1,13,84.0,M,1,326600.0,27,72116
0,1,1,1,1,25.0,25.0,25.0,25.0,17,17,11,16,14,5,7,6,F,0,14,59.15897112857484,U,0,380100.0,30,0
1,9,35,6,21,60.0,16.22,8.89,18.83,20,124,14,34,80,6,17,33,S,1,24,35.0,F,1,357600.0,26,97052
1,2,9,0,5,20.0,13.5,6.67,14.224430812041488,17,73,8,23,38,4,4,16,A,1,24,59.15897112857484,F,1,399200.0,22,97052
1,6,11,4,6,13.0,11.83,11.0,12.25,20,76,15,35,59,6,16,23,S,1,24,50.0,F,0,357600.0,26,0
0,2,3,2,3,15.0,15.0,11.67,15.0,19,44,10,28,33,4,12,13,A,0,34,47.0,F,1,318500.0,22,97052
1,3,4,0,1,15.0,11.67,10.0,14.224430812041488,26,42,9,28,29,4,4,12,A,0,24,41.0,F,1,399200.0,22,97052
1,2,4,1,2,50.0,30.0,18.75,10.0,18,28,14,28,26,6,13,11,A,0,13,59.15897112857484,F,0,537200.0,29,0
0,1,1,1,1,15.0,15.0,15.0,15.0,15,15,7,9,9,2,3,3,E,0,14,59.15897112857484,F,1,535900.0,29,112339
1,2,4,0,2,28.0,17.5,10.75,14.224430812041488,17,53,14,31,37,6,6,14,A,1,12,69.0,M,1,241300.0,31,52608
0,3,3,1,1,15.0,13.67,13.67,10.0,18,23,14,25,22,6,11,9,N,0,2,47.0,F,1,250900.0,31,52608
1,2,2,2,2,15.0,12.5,12.5,12.5,15,21,10,16,15,5,8,7,N,0,12,68.0,M,1,277600.0,30,52608
0,1,1,0,0,20.0,20.0,20.0,14.224430812041488,16,16,11,15,13,5,5,6,F,0,6,42.0,F,1,209200.0,38,52106
0,3,12,1,6,25.0,40.33,28.83,35.0,18,126,26,48,80,5,16,31,A,1,6,49.0,F,1,215600.0,25,52106
1,6,12,4,7,25.0,25.83,24.17,26.25,4,79,26,47,97,10,21,31,A,1,13,53.0,F,1,259600.0,31,79646
0,2,8,1,3,40.0,40.0,31.5,40.0,22,68,13,35,55,6,17,23,A,0,20,30.0,M,0,236900.0,37,0
0,6,13,5,9,7.0,5.83,4.54,5.6,18,57,11,29,43,5,15,19,S,1,11,75.0,M,1,276600.0,30,71189
0,2,2,2,2,20.0,15.0,15.0,15.0,18,32,10,24,22,4,10,9,A,0,11,33.0,F,1,277200.0,36,71189
1,2,2,1,1,15.0,15.0,15.0,15.0,19,24,12,23,22,6,11,9,N,0,25,59.15897112857484,F,1,254900.0,21,83472
